epoc (ms),timestamp (-0700),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1619922291780,2021-05-01T19.24.51.780,0.000,0.183,-0.976,-1.707
1619922291821,2021-05-01T19.24.51.821,0.041,0.244,-1.159,-1.341
1619922291860,2021-05-01T19.24.51.860,0.080,0.488,-0.854,-0.915
1619922291900,2021-05-01T19.24.51.900,0.120,0.732,-0.610,-0.366
1619922291941,2021-05-01T19.24.51.941,0.161,0.427,-0.305,-0.305
1619922291980,2021-05-01T19.24.51.980,0.200,-0.488,-0.427,-0.549
1619922292021,2021-05-01T19.24.52.021,0.241,-0.915,-1.280,-0.427
1619922292061,2021-05-01T19.24.52.061,0.281,-1.037,-1.341,-0.305
1619922292102,2021-05-01T19.24.52.102,0.322,-1.402,-2.561,-0.183
1619922292141,2021-05-01T19.24.52.141,0.361,-1.463,-5.427,1.463
1619922292182,2021-05-01T19.24.52.182,0.402,0.976,-10.976,5.671
1619922292222,2021-05-01T19.24.52.222,0.442,1.585,-25.183,10.610
1619922292263,2021-05-01T19.24.52.263,0.483,-6.829,-41.402,18.841
1619922292302,2021-05-01T19.24.52.302,0.522,-14.451,-51.463,34.817
1619922292343,2021-05-01T19.24.52.343,0.563,-13.841,-60.671,53.720
1619922292383,2021-05-01T19.24.52.383,0.603,-16.037,-72.683,65.915
1619922292424,2021-05-01T19.24.52.424,0.644,-25.915,-74.451,71.037
1619922292464,2021-05-01T19.24.52.464,0.684,-23.110,-69.451,67.500
1619922292505,2021-05-01T19.24.52.505,0.725,-16.890,-66.585,57.866
1619922292544,2021-05-01T19.24.52.544,0.764,-16.280,-61.768,46.098
1619922292585,2021-05-01T19.24.52.585,0.805,-21.890,-55.793,35.427
1619922292625,2021-05-01T19.24.52.625,0.845,-26.890,-45.488,25.610
1619922292664,2021-05-01T19.24.52.664,0.884,-24.146,-28.537,13.841
1619922292705,2021-05-01T19.24.52.705,0.925,-15.854,-5.793,2.012
1619922292745,2021-05-01T19.24.52.745,0.965,-5.488,8.780,-10.976
1619922292786,2021-05-01T19.24.52.786,1.006,-0.244,13.963,-21.098
1619922292825,2021-05-01T19.24.52.825,1.045,-12.561,17.256,-25.244
1619922292866,2021-05-01T19.24.52.866,1.086,-17.012,16.707,-23.476
1619922292906,2021-05-01T19.24.52.906,1.126,-1.707,13.720,-16.646
1619922292947,2021-05-01T19.24.52.947,1.167,-5.061,10.976,-10.976
1619922292987,2021-05-01T19.24.52.987,1.207,-32.866,18.354,-3.841
1619922293028,2021-05-01T19.24.53.028,1.248,-18.476,20.793,1.280
1619922293067,2021-05-01T19.24.53.067,1.287,-7.500,18.659,-2.500
1619922293108,2021-05-01T19.24.53.108,1.328,-19.268,20.610,-4.207
1619922293148,2021-05-01T19.24.53.148,1.368,7.012,18.171,-6.280
1619922293189,2021-05-01T19.24.53.189,1.409,2.439,13.110,-19.207
1619922293228,2021-05-01T19.24.53.228,1.448,6.098,5.366,-9.695
1619922293269,2021-05-01T19.24.53.269,1.489,4.268,3.415,1.159
1619922293309,2021-05-01T19.24.53.309,1.529,13.476,1.159,2.134
1619922293348,2021-05-01T19.24.53.348,1.568,22.134,-5.610,1.768
1619922293389,2021-05-01T19.24.53.389,1.609,10.915,-7.866,8.476
1619922293429,2021-05-01T19.24.53.429,1.649,7.744,-1.341,10.366
1619922293470,2021-05-01T19.24.53.470,1.690,10.732,4.817,1.280
1619922293509,2021-05-01T19.24.53.509,1.729,3.476,8.659,-8.476
1619922293551,2021-05-01T19.24.53.551,1.771,4.695,8.354,-8.171
1619922293590,2021-05-01T19.24.53.590,1.810,2.439,13.659,-6.220
1619922293631,2021-05-01T19.24.53.631,1.851,1.768,17.866,-8.537
1619922293671,2021-05-01T19.24.53.671,1.891,4.085,19.573,-12.683
1619922293712,2021-05-01T19.24.53.712,1.932,6.159,22.683,-16.768
1619922293751,2021-05-01T19.24.53.751,1.971,9.512,21.585,-18.780
1619922293792,2021-05-01T19.24.53.792,2.012,12.500,20.793,-18.110
1619922293832,2021-05-01T19.24.53.832,2.052,12.378,20.244,-15.000
1619922293873,2021-05-01T19.24.53.873,2.093,8.659,24.878,-14.024
1619922293912,2021-05-01T19.24.53.912,2.132,12.500,27.378,-12.988
1619922293953,2021-05-01T19.24.53.953,2.173,18.171,27.256,-13.354
1619922293993,2021-05-01T19.24.53.993,2.213,16.341,30.671,-11.098
1619922294034,2021-05-01T19.24.54.034,2.254,15.305,42.378,-9.878
1619922294073,2021-05-01T19.24.54.073,2.293,17.683,45.305,-11.280
1619922294113,2021-05-01T19.24.54.113,2.333,17.073,49.634,-12.317
1619922294154,2021-05-01T19.24.54.154,2.374,19.817,42.561,-9.329
1619922294194,2021-05-01T19.24.54.194,2.414,15.610,31.402,-5.793
1619922294235,2021-05-01T19.24.54.235,2.455,20.793,35.183,-12.744
1619922294274,2021-05-01T19.24.54.274,2.494,31.280,48.902,-35.549
1619922294315,2021-05-01T19.24.54.315,2.535,40.610,69.207,-68.598
1619922294355,2021-05-01T19.24.54.355,2.575,48.293,82.134,-95.244
1619922294396,2021-05-01T19.24.54.396,2.616,47.622,86.707,-99.390
1619922294435,2021-05-01T19.24.54.435,2.655,37.622,81.829,-83.598
1619922294476,2021-05-01T19.24.54.476,2.696,27.256,70.061,-60.854
1619922294516,2021-05-01T19.24.54.516,2.736,17.927,53.659,-33.659
1619922294557,2021-05-01T19.24.54.557,2.777,7.195,34.756,-13.476
1619922294596,2021-05-01T19.24.54.596,2.816,-0.061,19.756,-3.902
1619922294637,2021-05-01T19.24.54.637,2.857,0.854,9.756,3.354
1619922294677,2021-05-01T19.24.54.677,2.897,2.439,2.073,10.366
1619922294717,2021-05-01T19.24.54.717,2.937,0.000,-5.671,14.390
1619922294758,2021-05-01T19.24.54.758,2.978,-3.476,-10.000,15.366
1619922294799,2021-05-01T19.24.54.799,3.019,0.061,-7.866,12.744
1619922294838,2021-05-01T19.24.54.838,3.058,6.220,-2.927,3.841
1619922294878,2021-05-01T19.24.54.878,3.098,9.512,0.793,-6.524
1619922294919,2021-05-01T19.24.54.919,3.139,11.707,3.354,-12.378
1619922294958,2021-05-01T19.24.54.958,3.178,11.890,5.915,-15.854
1619922294999,2021-05-01T19.24.54.999,3.219,8.171,12.378,-16.707
1619922295039,2021-05-01T19.24.55.039,3.259,9.085,19.329,-22.317
1619922295080,2021-05-01T19.24.55.080,3.300,9.146,19.451,-28.110
1619922295119,2021-05-01T19.24.55.119,3.339,5.732,11.829,-25.915
1619922295160,2021-05-01T19.24.55.160,3.380,-0.793,-5.122,-11.890
1619922295200,2021-05-01T19.24.55.200,3.420,-2.805,-13.415,1.707
1619922295241,2021-05-01T19.24.55.241,3.461,1.707,-5.549,-5.732
1619922295280,2021-05-01T19.24.55.280,3.500,3.110,2.561,-22.500
1619922295322,2021-05-01T19.24.55.322,3.542,1.280,5.610,-31.524
1619922295361,2021-05-01T19.24.55.361,3.581,-0.732,2.073,-29.085
1619922295402,2021-05-01T19.24.55.402,3.622,-2.012,-1.159,-20.671
1619922295442,2021-05-01T19.24.55.442,3.662,-0.915,-5.732,-13.232
1619922295481,2021-05-01T19.24.55.481,3.701,0.427,-7.805,-6.890
1619922295522,2021-05-01T19.24.55.522,3.742,-1.402,-6.890,-1.951
1619922295562,2021-05-01T19.24.55.562,3.782,-5.549,-3.110,0.061
1619922295603,2021-05-01T19.24.55.603,3.823,-9.390,1.524,-2.317
1619922295642,2021-05-01T19.24.55.642,3.862,-10.732,3.415,-5.183
1619922295683,2021-05-01T19.24.55.683,3.903,-7.317,4.695,-7.134
1619922295723,2021-05-01T19.24.55.723,3.943,-5.427,5.610,-7.378
1619922295764,2021-05-01T19.24.55.764,3.984,-3.720,4.939,-5.427
1619922295803,2021-05-01T19.24.55.803,4.023,-3.415,4.634,-4.390
1619922295844,2021-05-01T19.24.55.844,4.064,-4.451,1.768,-3.476
1619922295884,2021-05-01T19.24.55.884,4.104,-4.390,-0.732,-2.012
1619922295925,2021-05-01T19.24.55.925,4.145,-4.756,0.610,-3.354
1619922295965,2021-05-01T19.24.55.965,4.185,-5.122,3.232,-7.500
1619922296006,2021-05-01T19.24.56.006,4.226,-5.793,4.207,-11.585
1619922296045,2021-05-01T19.24.56.045,4.265,-4.695,2.622,-11.707
1619922296086,2021-05-01T19.24.56.086,4.306,-2.256,0.915,-7.256
1619922296126,2021-05-01T19.24.56.126,4.346,-0.366,-0.183,-2.256
1619922296165,2021-05-01T19.24.56.165,4.385,1.402,-2.317,0.427
1619922296206,2021-05-01T19.24.56.206,4.426,2.256,-3.841,0.732
1619922296246,2021-05-01T19.24.56.246,4.466,3.293,-1.646,-1.646
1619922296287,2021-05-01T19.24.56.287,4.507,4.085,3.963,-5.732
1619922296326,2021-05-01T19.24.56.326,4.546,0.549,6.829,-8.293
1619922296367,2021-05-01T19.24.56.367,4.587,-3.354,5.427,-7.500
1619922296407,2021-05-01T19.24.56.407,4.627,-3.415,2.500,-4.634
1619922296448,2021-05-01T19.24.56.448,4.668,-1.402,-0.427,-3.902
1619922296488,2021-05-01T19.24.56.488,4.708,-2.012,-3.415,-3.537
1619922296529,2021-05-01T19.24.56.529,4.749,-3.110,-4.817,-2.500
1619922296568,2021-05-01T19.24.56.568,4.788,-2.500,-5.061,-1.829
1619922296609,2021-05-01T19.24.56.609,4.829,-0.305,-5.366,-1.646
1619922296649,2021-05-01T19.24.56.649,4.869,0.854,-4.817,-0.366
1619922296690,2021-05-01T19.24.56.690,4.910,1.768,-3.049,0.305
1619922296729,2021-05-01T19.24.56.729,4.949,0.366,-1.707,-0.183
1619922296770,2021-05-01T19.24.56.770,4.990,-0.427,-2.500,0.915
1619922296810,2021-05-01T19.24.56.810,5.030,0.122,-4.817,5.061
1619922296851,2021-05-01T19.24.56.851,5.071,-4.512,-4.390,9.207
1619922296890,2021-05-01T19.24.56.890,5.110,-6.463,-0.366,8.354
1619922296930,2021-05-01T19.24.56.930,5.150,-2.927,1.280,5.427
1619922296971,2021-05-01T19.24.56.971,5.191,3.598,1.098,2.866
1619922297010,2021-05-01T19.24.57.010,5.230,6.159,-2.805,2.805
1619922297051,2021-05-01T19.24.57.051,5.271,6.646,-5.122,3.902
1619922297091,2021-05-01T19.24.57.091,5.311,6.585,-5.000,3.537
1619922297132,2021-05-01T19.24.57.132,5.352,6.463,-2.866,0.061
1619922297172,2021-05-01T19.24.57.172,5.392,6.829,-0.732,-3.110
1619922297213,2021-05-01T19.24.57.213,5.433,7.439,0.488,-4.085
1619922297252,2021-05-01T19.24.57.252,5.472,5.061,0.610,-3.780
1619922297293,2021-05-01T19.24.57.293,5.513,-1.280,3.841,-2.622
1619922297333,2021-05-01T19.24.57.333,5.553,-5.488,8.659,-3.293
1619922297374,2021-05-01T19.24.57.374,5.594,-4.695,9.085,-6.402
1619922297413,2021-05-01T19.24.57.413,5.633,1.829,5.549,-7.134
1619922297454,2021-05-01T19.24.57.454,5.674,9.939,0.854,-3.659
1619922297494,2021-05-01T19.24.57.494,5.714,6.463,-2.134,1.707
1619922297535,2021-05-01T19.24.57.535,5.755,-3.476,-9.024,10.854
1619922297574,2021-05-01T19.24.57.574,5.794,-14.695,-36.037,39.024
1619922297614,2021-05-01T19.24.57.614,5.834,-15.488,-60.488,72.805
1619922297655,2021-05-01T19.24.57.655,5.875,-11.341,-89.817,106.341
1619922297695,2021-05-01T19.24.57.695,5.915,-26.768,-200.915,246.098
1619922297736,2021-05-01T19.24.57.736,5.956,-67.622,-304.451,396.829
1619922297775,2021-05-01T19.24.57.775,5.995,-18.415,-202.439,241.402
1619922297816,2021-05-01T19.24.57.816,6.036,85.732,46.585,-131.829
1619922297856,2021-05-01T19.24.57.856,6.076,94.146,126.585,-220.061
1619922297897,2021-05-01T19.24.57.897,6.117,59.146,72.683,-93.537
1619922297936,2021-05-01T19.24.57.936,6.156,22.134,22.378,-6.341
1619922297977,2021-05-01T19.24.57.977,6.197,7.317,4.939,19.451
1619922298017,2021-05-01T19.24.58.017,6.237,9.390,21.707,-4.085
1619922298058,2021-05-01T19.24.58.058,6.278,17.500,54.695,-57.317
1619922298097,2021-05-01T19.24.58.097,6.317,21.585,82.805,-104.512
1619922298138,2021-05-01T19.24.58.138,6.358,24.146,97.988,-137.317
1619922298178,2021-05-01T19.24.58.178,6.398,19.695,97.256,-145.122
1619922298219,2021-05-01T19.24.58.219,6.439,10.610,78.720,-121.341
1619922298259,2021-05-01T19.24.58.259,6.479,5.610,53.415,-79.451
1619922298300,2021-05-01T19.24.58.300,6.520,0.000,33.963,-34.451
1619922298339,2021-05-01T19.24.58.339,6.559,-1.829,19.146,-5.366
1619922298379,2021-05-01T19.24.58.379,6.599,-0.732,12.256,2.927
1619922298420,2021-05-01T19.24.58.420,6.640,-2.866,8.659,3.049
1619922298459,2021-05-01T19.24.58.459,6.679,0.122,3.902,-1.890
1619922298500,2021-05-01T19.24.58.500,6.720,2.805,0.000,-3.963
1619922298540,2021-05-01T19.24.58.540,6.760,2.256,-2.500,-2.439
1619922298581,2021-05-01T19.24.58.581,6.801,0.976,-7.927,1.220
1619922298620,2021-05-01T19.24.58.620,6.840,-3.110,-29.878,21.768
1619922298661,2021-05-01T19.24.58.661,6.881,-13.171,-109.085,126.402
1619922298701,2021-05-01T19.24.58.701,6.921,-57.866,-232.439,319.451
1619922298742,2021-05-01T19.24.58.742,6.962,-100.061,-334.634,420.366
1619922298781,2021-05-01T19.24.58.781,7.001,-48.354,-297.439,297.683
1619922298822,2021-05-01T19.24.58.822,7.042,47.622,-59.268,13.171
1619922298862,2021-05-01T19.24.58.862,7.082,65.183,72.256,-117.134
1619922298903,2021-05-01T19.24.58.903,7.123,35.061,58.841,-76.037
1619922298943,2021-05-01T19.24.58.943,7.163,17.317,22.683,-32.195
1619922298984,2021-05-01T19.24.58.984,7.204,9.207,11.463,-21.402
1619922299023,2021-05-01T19.24.59.023,7.243,5.488,5.244,-19.573
1619922299063,2021-05-01T19.24.59.063,7.283,0.915,1.890,-16.159
1619922299104,2021-05-01T19.24.59.104,7.324,-4.573,3.902,-17.073
1619922299143,2021-05-01T19.24.59.143,7.363,3.659,-3.537,-21.098
1619922299184,2021-05-01T19.24.59.184,7.404,9.207,-8.171,-18.232
1619922299224,2021-05-01T19.24.59.224,7.444,2.012,-9.329,-13.293
1619922299265,2021-05-01T19.24.59.265,7.485,2.744,-12.317,-6.037
1619922299304,2021-05-01T19.24.59.304,7.524,3.720,-1.707,-0.061
1619922299345,2021-05-01T19.24.59.345,7.565,0.793,12.561,-1.829
1619922299385,2021-05-01T19.24.59.385,7.605,-3.780,21.280,-2.317
1619922299426,2021-05-01T19.24.59.426,7.646,-3.841,18.963,-2.805
1619922299466,2021-05-01T19.24.59.466,7.686,1.707,8.476,-1.098
1619922299507,2021-05-01T19.24.59.507,7.727,5.915,0.671,6.463
1619922299546,2021-05-01T19.24.59.546,7.766,4.146,-3.841,13.841
1619922299587,2021-05-01T19.24.59.587,7.807,-2.988,-15.610,22.439
1619922299627,2021-05-01T19.24.59.627,7.847,-17.500,-33.780,37.866
1619922299668,2021-05-01T19.24.59.668,7.888,-22.988,-42.134,48.780
1619922299707,2021-05-01T19.24.59.707,7.927,-16.220,-42.500,54.146
1619922299748,2021-05-01T19.24.59.748,7.968,-12.866,-38.049,54.146
1619922299788,2021-05-01T19.24.59.788,8.008,-3.415,-31.098,49.390
1619922299827,2021-05-01T19.24.59.827,8.047,8.171,-20.061,42.561
1619922299868,2021-05-01T19.24.59.868,8.088,14.817,-9.207,33.110
1619922299908,2021-05-01T19.24.59.908,8.128,20.305,-2.073,23.902
1619922299949,2021-05-01T19.24.59.949,8.169,22.805,2.744,15.793
1619922299989,2021-05-01T19.24.59.989,8.209,18.171,3.598,10.671
1619922300030,2021-05-01T19.25.00.030,8.250,4.512,-7.744,3.354
1619922300069,2021-05-01T19.25.00.069,8.289,-15.671,-5.000,-5.488
1619922300110,2021-05-01T19.25.00.110,8.330,-24.329,4.329,-8.720
1619922300150,2021-05-01T19.25.00.150,8.370,-31.037,7.012,-10.061
1619922300191,2021-05-01T19.25.00.191,8.411,-24.939,7.378,-8.841
1619922300230,2021-05-01T19.25.00.230,8.450,-15.122,9.878,-10.244
1619922300271,2021-05-01T19.25.00.271,8.491,-10.793,10.427,-16.280
1619922300311,2021-05-01T19.25.00.311,8.531,-12.805,11.037,-23.659
1619922300352,2021-05-01T19.25.00.352,8.572,-16.098,20.549,-36.341
1619922300391,2021-05-01T19.25.00.391,8.611,21.220,48.659,-93.354
1619922300431,2021-05-01T19.25.00.431,8.651,98.963,127.988,-270.915
1619922300472,2021-05-01T19.25.00.472,8.692,139.634,231.585,-460.000
1619922300511,2021-05-01T19.25.00.511,8.731,68.354,251.402,-465.427
1619922300552,2021-05-01T19.25.00.552,8.772,1.951,126.341,-215.915
1619922300592,2021-05-01T19.25.00.592,8.812,-35.061,-20.732,75.366
1619922300633,2021-05-01T19.25.00.633,8.853,-30.976,-71.280,147.378
1619922300673,2021-05-01T19.25.00.673,8.893,-18.598,-71.951,129.512
1619922300714,2021-05-01T19.25.00.714,8.934,-17.256,-73.293,131.159
1619922300753,2021-05-01T19.25.00.753,8.973,-20.183,-66.524,123.720
1619922300794,2021-05-01T19.25.00.794,9.014,-24.329,-56.159,98.659
1619922300834,2021-05-01T19.25.00.834,9.054,-37.256,-58.049,85.732
1619922300875,2021-05-01T19.25.00.875,9.095,-37.866,-58.232,72.927
1619922300914,2021-05-01T19.25.00.914,9.134,-29.024,-52.256,68.476
1619922300955,2021-05-01T19.25.00.955,9.175,-14.939,-42.256,68.841
1619922300995,2021-05-01T19.25.00.995,9.215,-9.939,-34.207,64.634
1619922301036,2021-05-01T19.25.01.036,9.256,-8.841,-28.963,59.634
1619922301075,2021-05-01T19.25.01.075,9.295,-9.390,-28.232,53.171
1619922301116,2021-05-01T19.25.01.116,9.336,-10.122,-27.744,48.293
1619922301156,2021-05-01T19.25.01.156,9.376,-8.049,-25.976,39.207
1619922301196,2021-05-01T19.25.01.196,9.416,-10.793,-24.146,30.549
1619922301237,2021-05-01T19.25.01.237,9.457,-15.854,-22.500,23.354
1619922301276,2021-05-01T19.25.01.276,9.496,-19.451,-21.098,18.598
1619922301317,2021-05-01T19.25.01.317,9.537,-18.780,-18.963,16.524
1619922301357,2021-05-01T19.25.01.357,9.577,-14.024,-17.378,16.463
1619922301398,2021-05-01T19.25.01.398,9.618,-4.146,-16.280,18.049
1619922301437,2021-05-01T19.25.01.437,9.657,-0.915,-15.305,17.683
1619922301478,2021-05-01T19.25.01.478,9.698,-5.427,-16.707,19.146
1619922301518,2021-05-01T19.25.01.518,9.738,-9.817,-15.732,20.549
1619922301559,2021-05-01T19.25.01.559,9.779,-10.427,-12.195,18.598
1619922301598,2021-05-01T19.25.01.598,9.818,-9.146,-8.902,14.146
1619922301639,2021-05-01T19.25.01.639,9.859,-4.207,-4.390,10.793
1619922301679,2021-05-01T19.25.01.679,9.899,2.561,2.012,4.451
1619922301720,2021-05-01T19.25.01.720,9.940,6.220,9.573,-8.415
1619922301759,2021-05-01T19.25.01.759,9.979,6.829,12.317,-15.000
1619922301801,2021-05-01T19.25.01.801,10.021,5.915,17.256,-17.805
1619922301840,2021-05-01T19.25.01.840,10.060,16.707,30.488,-42.317
1619922301880,2021-05-01T19.25.01.880,10.100,70.061,86.585,-161.951
1619922301921,2021-05-01T19.25.01.921,10.141,146.402,186.159,-376.463
1619922301960,2021-05-01T19.25.01.960,10.180,144.573,280.549,-490.427
1619922302001,2021-05-01T19.25.02.001,10.221,90.732,244.878,-373.232
1619922302041,2021-05-01T19.25.02.041,10.261,-3.902,50.854,-63.354
1619922302082,2021-05-01T19.25.02.082,10.302,-38.171,-76.707,130.915
1619922302121,2021-05-01T19.25.02.121,10.341,-13.110,-68.841,120.976
1619922302162,2021-05-01T19.25.02.162,10.382,-3.415,-44.085,94.695
1619922302202,2021-05-01T19.25.02.202,10.422,-7.195,-43.963,95.488
1619922302243,2021-05-01T19.25.02.243,10.463,-13.841,-34.817,94.207
1619922302282,2021-05-01T19.25.02.282,10.502,-12.988,-40.610,81.220
1619922302323,2021-05-01T19.25.02.323,10.543,-20.122,-54.451,79.634
1619922302363,2021-05-01T19.25.02.363,10.583,-30.488,-52.805,87.805
1619922302404,2021-05-01T19.25.02.404,10.624,-29.634,-45.488,86.463
1619922302444,2021-05-01T19.25.02.444,10.664,-32.622,-44.756,86.341
1619922302485,2021-05-01T19.25.02.485,10.705,-21.646,-38.049,80.793
1619922302524,2021-05-01T19.25.02.524,10.744,-17.683,-31.890,72.317
1619922302565,2021-05-01T19.25.02.565,10.785,-24.329,-30.000,63.476
1619922302605,2021-05-01T19.25.02.605,10.825,-26.829,-30.732,52.195
1619922302644,2021-05-01T19.25.02.644,10.864,-24.695,-30.427,42.988
1619922302685,2021-05-01T19.25.02.685,10.905,-20.244,-25.244,32.134
1619922302725,2021-05-01T19.25.02.725,10.945,-18.659,-21.463,22.927
1619922302766,2021-05-01T19.25.02.766,10.986,-18.902,-18.780,22.195
1619922302805,2021-05-01T19.25.02.805,11.025,-14.329,-16.098,22.927
1619922302846,2021-05-01T19.25.02.846,11.066,-9.878,-14.939,19.024
1619922302886,2021-05-01T19.25.02.886,11.106,-10.610,-14.634,16.341
1619922302927,2021-05-01T19.25.02.927,11.147,-10.305,-14.634,16.707
1619922302967,2021-05-01T19.25.02.967,11.187,-8.049,-13.780,17.744
1619922303008,2021-05-01T19.25.03.008,11.228,-5.976,-11.524,18.476
1619922303047,2021-05-01T19.25.03.047,11.267,-2.805,-7.378,19.329
1619922303088,2021-05-01T19.25.03.088,11.308,-0.549,-3.293,21.463
1619922303128,2021-05-01T19.25.03.128,11.348,-1.098,-0.793,22.012
1619922303169,2021-05-01T19.25.03.169,11.389,-2.683,-0.366,17.744
1619922303208,2021-05-01T19.25.03.208,11.428,-4.390,-2.866,13.963
1619922303249,2021-05-01T19.25.03.249,11.469,-5.732,-5.732,11.707
1619922303289,2021-05-01T19.25.03.289,11.509,-4.573,-4.695,8.537
1619922303328,2021-05-01T19.25.03.328,11.548,-4.146,-2.195,3.293
1619922303369,2021-05-01T19.25.03.369,11.589,-2.134,0.610,-2.378
1619922303409,2021-05-01T19.25.03.409,11.629,1.951,5.610,-8.841
1619922303450,2021-05-01T19.25.03.450,11.670,5.305,10.366,-13.780
1619922303489,2021-05-01T19.25.03.489,11.709,5.915,11.646,-15.671
1619922303530,2021-05-01T19.25.03.530,11.750,3.902,9.268,-13.720
1619922303570,2021-05-01T19.25.03.570,11.790,1.524,6.098,-7.927
1619922303611,2021-05-01T19.25.03.611,11.831,-0.244,2.744,-3.902
1619922303651,2021-05-01T19.25.03.651,11.871,-0.427,0.671,-1.829
1619922303692,2021-05-01T19.25.03.692,11.912,1.890,0.915,-2.256
1619922303731,2021-05-01T19.25.03.731,11.951,16.280,13.049,-24.756
1619922303772,2021-05-01T19.25.03.772,11.992,57.866,55.732,-138.354
1619922303812,2021-05-01T19.25.03.812,12.032,136.098,133.720,-356.463
1619922303853,2021-05-01T19.25.03.853,12.073,179.085,227.378,-499.329
1619922303892,2021-05-01T19.25.03.892,12.112,94.268,233.232,-430.610
1619922303933,2021-05-01T19.25.03.933,12.153,-13.415,62.317,-120.915
1619922303973,2021-05-01T19.25.03.973,12.193,-59.329,-77.561,129.512
1619922304014,2021-05-01T19.25.04.014,12.234,-16.768,-70.732,112.073
1619922304053,2021-05-01T19.25.04.053,12.273,9.512,-32.805,58.232
1619922304094,2021-05-01T19.25.04.094,12.314,-9.634,-33.841,100.793
1619922304134,2021-05-01T19.25.04.134,12.354,-25.061,-44.573,133.598
1619922304174,2021-05-01T19.25.04.174,12.394,-28.354,-45.122,119.878
1619922304215,2021-05-01T19.25.04.215,12.435,-32.622,-46.646,98.598
1619922304254,2021-05-01T19.25.04.254,12.474,-36.280,-50.488,89.329
1619922304295,2021-05-01T19.25.04.295,12.515,-26.463,-38.598,80.732
1619922304335,2021-05-01T19.25.04.335,12.555,-23.171,-35.793,80.122
1619922304376,2021-05-01T19.25.04.376,12.596,-15.732,-37.012,77.683
1619922304415,2021-05-01T19.25.04.415,12.635,-12.500,-38.171,68.476
1619922304456,2021-05-01T19.25.04.456,12.676,-24.146,-40.305,64.695
1619922304496,2021-05-01T19.25.04.496,12.716,-29.329,-50.610,60.793
1619922304537,2021-05-01T19.25.04.537,12.757,-40.488,-63.232,60.000
1619922304576,2021-05-01T19.25.04.576,12.796,-54.512,-63.720,54.451
1619922304617,2021-05-01T19.25.04.617,12.837,-37.927,-56.341,50.915
1619922304657,2021-05-01T19.25.04.657,12.877,-18.110,-41.890,43.110
1619922304698,2021-05-01T19.25.04.698,12.918,-9.573,-25.915,28.171
1619922304738,2021-05-01T19.25.04.738,12.958,-5.061,-13.415,14.939
1619922304777,2021-05-01T19.25.04.777,12.997,-3.780,-5.610,6.463
1619922304818,2021-05-01T19.25.04.818,13.038,-6.220,0.305,4.146
1619922304858,2021-05-01T19.25.04.858,13.078,-4.451,4.939,2.683
1619922304899,2021-05-01T19.25.04.899,13.119,-2.378,6.402,-0.549
1619922304938,2021-05-01T19.25.04.938,13.158,-1.463,6.585,-3.110
1619922304979,2021-05-01T19.25.04.979,13.199,0.061,5.427,-4.024
1619922305019,2021-05-01T19.25.05.019,13.239,0.488,3.171,-2.927
1619922305060,2021-05-01T19.25.05.060,13.280,0.122,0.671,-0.549
1619922305099,2021-05-01T19.25.05.099,13.319,0.061,-0.305,1.220
1619922305140,2021-05-01T19.25.05.140,13.360,-0.183,0.305,1.951
1619922305180,2021-05-01T19.25.05.180,13.400,-1.890,2.500,0.976
1619922305221,2021-05-01T19.25.05.221,13.441,-2.622,5.061,-0.793
1619922305260,2021-05-01T19.25.05.260,13.480,-1.098,6.220,-3.232
1619922305301,2021-05-01T19.25.05.301,13.521,-0.854,6.341,-4.024
1619922305341,2021-05-01T19.25.05.341,13.561,-1.402,5.183,-4.390
1619922305382,2021-05-01T19.25.05.382,13.602,2.317,2.439,-4.085
1619922305422,2021-05-01T19.25.05.422,13.642,4.573,1.402,-3.293
1619922305463,2021-05-01T19.25.05.463,13.683,18.659,-0.183,-2.866
1619922305502,2021-05-01T19.25.05.502,13.722,112.988,-14.390,16.463
1619922305542,2021-05-01T19.25.05.542,13.762,134.207,-32.317,42.561
1619922305583,2021-05-01T19.25.05.583,13.803,107.866,-31.768,54.817
1619922305622,2021-05-01T19.25.05.622,13.842,96.159,-25.244,44.268
1619922305663,2021-05-01T19.25.05.663,13.883,47.744,-17.195,21.524
1619922305703,2021-05-01T19.25.05.703,13.923,-8.476,-3.049,-3.659
1619922305744,2021-05-01T19.25.05.744,13.964,-47.012,9.817,-20.610
1619922305783,2021-05-01T19.25.05.783,14.003,-29.329,13.110,-20.488
1619922305824,2021-05-01T19.25.05.824,14.044,-4.756,10.732,-11.524
1619922305864,2021-05-01T19.25.05.864,14.084,-16.585,10.732,-6.037
1619922305905,2021-05-01T19.25.05.905,14.125,-36.951,14.329,-8.476
1619922305945,2021-05-01T19.25.05.945,14.165,-36.829,13.720,-6.646
1619922305986,2021-05-01T19.25.05.986,14.206,-43.232,12.683,-6.402
1619922306025,2021-05-01T19.25.06.025,14.245,-29.878,11.585,-10.549
1619922306066,2021-05-01T19.25.06.066,14.286,-24.695,8.902,-14.451
1619922306106,2021-05-01T19.25.06.106,14.326,-23.780,6.829,-12.500
1619922306145,2021-05-01T19.25.06.145,14.365,-16.707,5.244,-7.744
1619922306186,2021-05-01T19.25.06.186,14.406,-8.354,3.476,-6.159
1619922306226,2021-05-01T19.25.06.226,14.446,-5.732,0.854,-4.695
1619922306267,2021-05-01T19.25.06.267,14.487,-11.951,-0.244,-2.744
