epoc (ms),timestamp (-0700),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1619922369966,2021-05-01T19.26.09.966,78.186,-11.707,-30.061,38.659
1619922370005,2021-05-01T19.26.10.005,78.225,-1.646,-23.902,19.268
1619922370046,2021-05-01T19.26.10.046,78.266,-0.427,-17.439,11.159
1619922370086,2021-05-01T19.26.10.086,78.306,-5.061,-14.451,4.939
1619922370127,2021-05-01T19.26.10.127,78.347,-8.354,-11.280,0.122
1619922370166,2021-05-01T19.26.10.166,78.386,-3.963,-5.122,-2.317
1619922370207,2021-05-01T19.26.10.207,78.427,0.122,2.866,-4.451
1619922370247,2021-05-01T19.26.10.247,78.467,2.134,8.171,-6.037
1619922370288,2021-05-01T19.26.10.288,78.508,4.451,10.549,-5.976
1619922370327,2021-05-01T19.26.10.327,78.547,8.476,11.341,-4.512
1619922370368,2021-05-01T19.26.10.368,78.588,14.756,9.939,-3.841
1619922370408,2021-05-01T19.26.10.408,78.628,19.817,11.037,-5.061
1619922370449,2021-05-01T19.26.10.449,78.669,16.951,12.317,-7.744
1619922370489,2021-05-01T19.26.10.489,78.709,7.561,10.549,-9.573
1619922370528,2021-05-01T19.26.10.528,78.748,0.122,7.866,-8.049
1619922370569,2021-05-01T19.26.10.569,78.789,-6.280,5.000,-4.451
1619922370609,2021-05-01T19.26.10.609,78.829,-9.573,2.988,-1.402
1619922370650,2021-05-01T19.26.10.650,78.870,-7.561,3.171,1.585
1619922370689,2021-05-01T19.26.10.689,78.909,-7.744,3.049,2.012
1619922370730,2021-05-01T19.26.10.730,78.950,-8.415,0.793,0.671
1619922370770,2021-05-01T19.26.10.770,78.990,-9.573,-1.220,0.366
1619922370811,2021-05-01T19.26.10.811,79.031,-9.207,-0.854,1.220
1619922370850,2021-05-01T19.26.10.850,79.070,-7.561,-0.366,3.354
1619922370891,2021-05-01T19.26.10.891,79.111,-5.488,-0.122,5.732
1619922370931,2021-05-01T19.26.10.931,79.151,-8.598,1.524,6.707
1619922370972,2021-05-01T19.26.10.972,79.192,-12.866,2.683,6.646
1619922371011,2021-05-01T19.26.11.011,79.231,-10.976,1.829,6.646
1619922371052,2021-05-01T19.26.11.052,79.272,-4.024,1.341,6.524
1619922371092,2021-05-01T19.26.11.092,79.312,-1.159,4.085,4.390
1619922371133,2021-05-01T19.26.11.133,79.353,-1.402,5.305,1.280
1619922371173,2021-05-01T19.26.11.173,79.393,-5.305,5.732,-1.220
1619922371214,2021-05-01T19.26.11.214,79.434,-5.976,6.341,-0.976
1619922371253,2021-05-01T19.26.11.253,79.473,-1.707,6.524,0.183
1619922371293,2021-05-01T19.26.11.293,79.513,-1.524,7.012,-0.183
1619922371334,2021-05-01T19.26.11.334,79.554,-3.049,6.951,-0.671
1619922371373,2021-05-01T19.26.11.373,79.593,-1.890,5.976,-1.220
1619922371414,2021-05-01T19.26.11.414,79.634,-1.524,5.610,-1.707
1619922371454,2021-05-01T19.26.11.454,79.674,-1.463,4.634,-1.402
1619922371495,2021-05-01T19.26.11.495,79.715,-1.585,4.146,-0.488
1619922371534,2021-05-01T19.26.11.534,79.754,-1.585,4.512,-0.549
1619922371575,2021-05-01T19.26.11.575,79.795,7.012,15.671,-7.622
1619922371615,2021-05-01T19.26.11.615,79.835,31.524,79.695,-52.622
1619922371656,2021-05-01T19.26.11.656,79.876,68.963,197.073,-177.866
1619922371696,2021-05-01T19.26.11.696,79.916,113.354,261.707,-325.061
1619922371737,2021-05-01T19.26.11.737,79.957,133.598,280.671,-399.756
1619922371776,2021-05-01T19.26.11.776,79.996,105.610,223.598,-357.134
1619922371817,2021-05-01T19.26.11.817,80.037,50.854,88.720,-183.232
1619922371857,2021-05-01T19.26.11.857,80.077,-17.866,-11.585,-6.280
1619922371898,2021-05-01T19.26.11.898,80.118,-39.085,-17.988,48.537
1619922371937,2021-05-01T19.26.11.937,80.157,-25.366,-0.610,39.024
1619922371977,2021-05-01T19.26.11.977,80.197,-22.805,1.037,44.939
1619922372018,2021-05-01T19.26.12.018,80.238,-22.134,-22.622,70.671
1619922372057,2021-05-01T19.26.12.057,80.277,-21.037,-70.061,106.829
1619922372098,2021-05-01T19.26.12.098,80.318,-31.585,-114.085,152.073
1619922372138,2021-05-01T19.26.12.138,80.358,-41.098,-136.037,183.841
1619922372179,2021-05-01T19.26.12.179,80.399,-43.902,-126.402,185.000
1619922372218,2021-05-01T19.26.12.218,80.438,-39.146,-103.963,162.744
1619922372259,2021-05-01T19.26.12.259,80.479,-28.354,-92.988,130.976
1619922372299,2021-05-01T19.26.12.299,80.519,-27.439,-98.902,114.512
1619922372340,2021-05-01T19.26.12.340,80.560,-15.549,-92.439,93.476
1619922372380,2021-05-01T19.26.12.380,80.600,-12.195,-78.110,67.683
1619922372421,2021-05-01T19.26.12.421,80.641,-13.415,-59.817,50.000
1619922372460,2021-05-01T19.26.12.460,80.680,-9.390,-41.037,40.061
1619922372501,2021-05-01T19.26.12.501,80.721,-7.561,-25.244,33.049
1619922372541,2021-05-01T19.26.12.541,80.761,-6.585,-15.610,24.390
1619922372582,2021-05-01T19.26.12.582,80.802,-3.049,-10.915,16.159
1619922372621,2021-05-01T19.26.12.621,80.841,1.220,-8.110,10.854
1619922372662,2021-05-01T19.26.12.662,80.882,3.476,-6.220,8.171
1619922372702,2021-05-01T19.26.12.702,80.922,2.317,-1.829,6.463
1619922372741,2021-05-01T19.26.12.741,80.961,-0.244,1.951,4.451
1619922372782,2021-05-01T19.26.12.782,81.002,-3.354,1.524,3.963
1619922372822,2021-05-01T19.26.12.822,81.042,-6.402,-0.366,4.573
1619922372863,2021-05-01T19.26.12.863,81.083,-7.622,-2.866,6.463
1619922372903,2021-05-01T19.26.12.903,81.123,-5.427,-5.183,7.439
1619922372944,2021-05-01T19.26.12.944,81.164,-5.000,-5.610,7.195
1619922372983,2021-05-01T19.26.12.983,81.203,-2.866,-3.841,6.341
1619922373024,2021-05-01T19.26.13.024,81.244,-1.402,-3.415,4.146
1619922373064,2021-05-01T19.26.13.064,81.284,-2.500,-3.476,2.256
1619922373105,2021-05-01T19.26.13.105,81.325,-1.585,-4.878,1.585
1619922373144,2021-05-01T19.26.13.144,81.364,-1.341,-6.159,2.927
1619922373185,2021-05-01T19.26.13.185,81.405,-0.671,-2.805,3.720
1619922373225,2021-05-01T19.26.13.225,81.445,0.427,0.732,0.976
1619922373266,2021-05-01T19.26.13.266,81.486,0.671,2.866,-2.317
1619922373305,2021-05-01T19.26.13.305,81.525,-0.671,3.841,-4.634
1619922373345,2021-05-01T19.26.13.345,81.565,-1.037,4.512,-5.000
1619922373386,2021-05-01T19.26.13.386,81.606,-0.732,4.268,-4.451
1619922373426,2021-05-01T19.26.13.426,81.646,-0.732,3.720,-4.024
1619922373467,2021-05-01T19.26.13.467,81.687,-1.098,3.963,-3.780
1619922373506,2021-05-01T19.26.13.506,81.726,-0.854,4.146,-4.024
1619922373547,2021-05-01T19.26.13.547,81.767,-0.122,4.146,-5.854
1619922373587,2021-05-01T19.26.13.587,81.807,1.280,4.695,-9.146
1619922373628,2021-05-01T19.26.13.628,81.848,2.073,5.854,-11.220
1619922373667,2021-05-01T19.26.13.667,81.887,0.366,6.768,-9.329
1619922373708,2021-05-01T19.26.13.708,81.928,-0.915,6.341,-5.366
1619922373748,2021-05-01T19.26.13.748,81.968,-1.951,5.183,-1.951
1619922373789,2021-05-01T19.26.13.789,82.009,-1.829,5.061,-1.829
1619922373828,2021-05-01T19.26.13.828,82.048,-0.976,5.793,-4.634
1619922373869,2021-05-01T19.26.13.869,82.089,0.427,5.793,-6.890
1619922373909,2021-05-01T19.26.13.909,82.129,2.012,8.659,-10.183
1619922373950,2021-05-01T19.26.13.950,82.170,3.171,11.951,-15.366
1619922373989,2021-05-01T19.26.13.989,82.209,7.683,14.756,-19.329
1619922374030,2021-05-01T19.26.14.030,82.250,31.951,46.280,-52.012
1619922374070,2021-05-01T19.26.14.070,82.290,116.463,118.476,-200.366
1619922374111,2021-05-01T19.26.14.111,82.331,187.256,168.171,-397.439
1619922374151,2021-05-01T19.26.14.151,82.371,152.073,218.415,-481.524
1619922374190,2021-05-01T19.26.14.190,82.410,119.878,168.963,-392.317
1619922374231,2021-05-01T19.26.14.231,82.451,32.012,44.573,-121.829
1619922374271,2021-05-01T19.26.14.271,82.491,-48.720,-36.402,102.866
1619922374312,2021-05-01T19.26.14.312,82.532,-35.671,-32.683,96.220
1619922374351,2021-05-01T19.26.14.351,82.571,-4.573,-10.244,44.146
1619922374392,2021-05-01T19.26.14.392,82.612,-21.463,-16.646,73.659
1619922374432,2021-05-01T19.26.14.432,82.652,-49.512,-48.354,148.780
1619922374473,2021-05-01T19.26.14.473,82.693,-67.317,-85.122,219.390
1619922374512,2021-05-01T19.26.14.512,82.732,-89.451,-110.915,265.183
1619922374553,2021-05-01T19.26.14.553,82.773,-108.659,-124.146,282.561
1619922374593,2021-05-01T19.26.14.593,82.813,-123.598,-134.024,284.268
1619922374634,2021-05-01T19.26.14.634,82.854,-104.390,-123.476,258.415
1619922374674,2021-05-01T19.26.14.674,82.894,-71.524,-99.878,198.354
1619922374715,2021-05-01T19.26.14.715,82.935,-33.110,-75.976,110.732
1619922374754,2021-05-01T19.26.14.754,82.974,-2.927,-41.220,24.695
1619922374794,2021-05-01T19.26.14.794,83.014,5.061,-6.402,-23.171
1619922374835,2021-05-01T19.26.14.835,83.055,3.963,13.902,-32.500
1619922374874,2021-05-01T19.26.14.874,83.094,5.427,22.378,-21.646
1619922374915,2021-05-01T19.26.14.915,83.135,-5.366,23.171,-12.683
1619922374955,2021-05-01T19.26.14.955,83.175,-7.256,18.110,-7.683
1619922374996,2021-05-01T19.26.14.996,83.216,-2.622,18.963,-12.134
1619922375035,2021-05-01T19.26.15.035,83.255,4.634,22.134,-25.488
1619922375076,2021-05-01T19.26.15.076,83.296,8.902,20.183,-38.598
1619922375116,2021-05-01T19.26.15.116,83.336,4.451,17.622,-44.756
1619922375157,2021-05-01T19.26.15.157,83.377,-0.488,14.024,-42.378
1619922375197,2021-05-01T19.26.15.197,83.417,-1.402,10.244,-33.720
1619922375238,2021-05-01T19.26.15.238,83.458,-2.439,7.256,-24.634
1619922375277,2021-05-01T19.26.15.277,83.497,-1.829,5.000,-17.561
1619922375318,2021-05-01T19.26.15.318,83.538,-0.122,4.329,-12.500
1619922375358,2021-05-01T19.26.15.358,83.578,-0.305,2.012,-9.634
1619922375399,2021-05-01T19.26.15.399,83.619,-0.671,0.244,-7.744
1619922375438,2021-05-01T19.26.15.438,83.658,-2.012,0.427,-6.220
1619922375479,2021-05-01T19.26.15.479,83.699,-1.585,2.134,-6.524
1619922375519,2021-05-01T19.26.15.519,83.739,3.598,3.780,-7.622
1619922375560,2021-05-01T19.26.15.560,83.780,6.524,2.439,-4.390
1619922375599,2021-05-01T19.26.15.599,83.819,6.341,-7.683,12.744
1619922375639,2021-05-01T19.26.15.639,83.859,5.122,-47.317,67.500
1619922375680,2021-05-01T19.26.15.680,83.900,-0.549,-128.354,179.634
1619922375719,2021-05-01T19.26.15.719,83.939,-9.390,-200.061,311.524
1619922375760,2021-05-01T19.26.15.760,83.980,-44.695,-215.793,360.000
1619922375800,2021-05-01T19.26.15.800,84.020,-47.866,-162.378,276.341
1619922375841,2021-05-01T19.26.15.841,84.061,-31.768,-81.707,121.037
1619922375881,2021-05-01T19.26.15.881,84.101,-6.220,-11.220,-35.244
1619922375922,2021-05-01T19.26.15.922,84.142,12.561,9.756,-84.268
1619922375961,2021-05-01T19.26.15.961,84.181,21.037,9.390,-60.732
1619922376002,2021-05-01T19.26.16.002,84.222,18.232,10.427,-48.598
1619922376042,2021-05-01T19.26.16.042,84.262,17.805,28.598,-63.354
1619922376083,2021-05-01T19.26.16.083,84.303,25.183,65.427,-104.268
1619922376122,2021-05-01T19.26.16.122,84.342,29.756,89.451,-141.768
1619922376163,2021-05-01T19.26.16.163,84.383,35.488,103.171,-170.183
1619922376203,2021-05-01T19.26.16.203,84.423,42.622,110.000,-193.902
1619922376242,2021-05-01T19.26.16.242,84.462,35.244,110.671,-200.305
1619922376283,2021-05-01T19.26.16.283,84.503,23.659,105.061,-198.659
1619922376323,2021-05-01T19.26.16.323,84.543,18.780,87.134,-179.573
1619922376364,2021-05-01T19.26.16.364,84.584,22.866,67.622,-142.195
1619922376404,2021-05-01T19.26.16.404,84.624,22.988,50.244,-101.890
1619922376445,2021-05-01T19.26.16.445,84.665,12.378,32.744,-70.000
1619922376484,2021-05-01T19.26.16.484,84.704,2.012,20.122,-43.110
1619922376525,2021-05-01T19.26.16.525,84.745,-4.390,10.305,-23.354
1619922376565,2021-05-01T19.26.16.565,84.785,-6.585,2.378,-10.427
1619922376606,2021-05-01T19.26.16.606,84.826,-8.963,-3.171,-1.280
1619922376645,2021-05-01T19.26.16.645,84.865,-9.695,-6.220,3.476
1619922376686,2021-05-01T19.26.16.686,84.906,-8.476,-6.037,2.439
1619922376726,2021-05-01T19.26.16.726,84.946,-9.817,-4.878,-2.317
1619922376767,2021-05-01T19.26.16.767,84.987,-8.720,-6.037,-3.476
1619922376806,2021-05-01T19.26.16.806,85.026,-7.561,-5.915,-2.622
1619922376847,2021-05-01T19.26.16.847,85.067,-6.159,-4.634,-2.744
1619922376887,2021-05-01T19.26.16.887,85.107,-2.927,-0.671,-4.512
1619922376928,2021-05-01T19.26.16.928,85.148,0.122,6.341,-10.610
1619922376968,2021-05-01T19.26.16.968,85.188,-0.732,14.329,-18.841
1619922377007,2021-05-01T19.26.17.007,85.227,-3.476,22.012,-26.220
1619922377048,2021-05-01T19.26.17.048,85.268,-3.232,21.707,-27.988
1619922377088,2021-05-01T19.26.17.088,85.308,1.098,18.537,-23.232
1619922377129,2021-05-01T19.26.17.129,85.349,3.293,15.854,-17.439
1619922377168,2021-05-01T19.26.17.168,85.388,2.439,15.000,-13.841
1619922377209,2021-05-01T19.26.17.209,85.429,0.854,14.268,-11.585
1619922377249,2021-05-01T19.26.17.249,85.469,0.732,15.000,-9.634
1619922377290,2021-05-01T19.26.17.290,85.510,1.159,14.634,-9.634
1619922377329,2021-05-01T19.26.17.329,85.549,0.366,14.268,-13.720
1619922377370,2021-05-01T19.26.17.370,85.590,-1.280,12.622,-17.195
1619922377410,2021-05-01T19.26.17.410,85.630,2.500,12.195,-16.220
1619922377451,2021-05-01T19.26.17.451,85.671,6.280,13.476,-15.671
1619922377490,2021-05-01T19.26.17.490,85.710,4.573,13.110,-15.549
1619922377531,2021-05-01T19.26.17.531,85.751,4.146,12.805,-14.207
1619922377571,2021-05-01T19.26.17.571,85.791,3.598,9.573,-10.732
1619922377612,2021-05-01T19.26.17.612,85.832,-0.305,2.988,-4.512
1619922377652,2021-05-01T19.26.17.652,85.872,-4.268,-3.841,4.634
1619922377691,2021-05-01T19.26.17.691,85.911,-3.598,-3.841,9.695
1619922377732,2021-05-01T19.26.17.732,85.952,1.768,4.634,3.171
1619922377772,2021-05-01T19.26.17.772,85.992,6.524,15.244,-10.854
1619922377813,2021-05-01T19.26.17.813,86.033,12.012,26.768,-25.183
1619922377852,2021-05-01T19.26.17.852,86.072,20.610,50.244,-38.049
1619922377893,2021-05-01T19.26.17.893,86.113,38.171,101.524,-60.244
1619922377933,2021-05-01T19.26.17.933,86.153,57.256,136.768,-72.195
1619922377974,2021-05-01T19.26.17.974,86.194,45.854,110.061,-41.890
1619922378013,2021-05-01T19.26.18.013,86.233,11.829,52.012,5.793
1619922378054,2021-05-01T19.26.18.054,86.274,-6.037,10.000,32.012
1619922378094,2021-05-01T19.26.18.094,86.314,-10.793,-7.744,29.207
1619922378135,2021-05-01T19.26.18.135,86.355,-15.244,-18.963,23.963
1619922378175,2021-05-01T19.26.18.175,86.395,-25.488,-30.366,32.988
1619922378216,2021-05-01T19.26.18.216,86.436,-30.366,-37.622,46.585
1619922378255,2021-05-01T19.26.18.255,86.475,-22.927,-40.000,53.537
1619922378296,2021-05-01T19.26.18.296,86.516,-16.037,-45.915,49.512
1619922378336,2021-05-01T19.26.18.336,86.556,-17.134,-49.207,42.317
1619922378377,2021-05-01T19.26.18.377,86.597,-24.756,-54.024,37.439
1619922378416,2021-05-01T19.26.18.416,86.636,-28.902,-59.512,35.793
1619922378456,2021-05-01T19.26.18.456,86.676,-25.488,-57.378,35.732
1619922378497,2021-05-01T19.26.18.497,86.717,-23.232,-53.598,35.244
1619922378536,2021-05-01T19.26.18.536,86.756,-18.476,-46.037,30.915
1619922378577,2021-05-01T19.26.18.577,86.797,-13.171,-39.268,25.732
1619922378617,2021-05-01T19.26.18.617,86.837,-12.439,-34.939,18.659
1619922378658,2021-05-01T19.26.18.658,86.878,-13.598,-29.573,11.646
1619922378697,2021-05-01T19.26.18.697,86.917,-15.732,-28.354,6.768
1619922378739,2021-05-01T19.26.18.739,86.959,-13.780,-24.756,5.000
1619922378778,2021-05-01T19.26.18.778,86.998,-10.671,-18.720,3.293
1619922378819,2021-05-01T19.26.18.819,87.039,-10.305,-15.793,1.098
1619922378859,2021-05-01T19.26.18.859,87.079,-10.183,-12.378,-0.427
1619922378900,2021-05-01T19.26.18.900,87.120,-8.841,-8.415,-1.159
1619922378939,2021-05-01T19.26.18.939,87.159,-7.317,-6.037,-1.524
1619922378980,2021-05-01T19.26.18.980,87.200,-6.951,-4.695,-2.439
1619922379020,2021-05-01T19.26.19.020,87.240,-8.476,-2.317,-3.963
1619922379061,2021-05-01T19.26.19.061,87.281,-11.707,-2.866,-5.427
1619922379100,2021-05-01T19.26.19.100,87.320,-16.220,-9.695,-5.061
1619922379140,2021-05-01T19.26.19.140,87.360,-23.780,-18.659,0.244
1619922379181,2021-05-01T19.26.19.181,87.401,-36.159,-26.098,10.671
1619922379220,2021-05-01T19.26.19.220,87.440,-57.012,-26.829,25.244
1619922379261,2021-05-01T19.26.19.261,87.481,-76.646,-21.707,41.524
1619922379301,2021-05-01T19.26.19.301,87.521,-91.220,-16.707,50.854
1619922379342,2021-05-01T19.26.19.342,87.562,-90.976,-12.927,55.732
1619922379382,2021-05-01T19.26.19.382,87.602,-38.841,-17.073,56.890
1619922379423,2021-05-01T19.26.19.423,87.643,26.463,-25.854,46.159
1619922379462,2021-05-01T19.26.19.462,87.682,56.951,-31.159,23.720
1619922379503,2021-05-01T19.26.19.503,87.723,67.378,-30.366,1.829
1619922379543,2021-05-01T19.26.19.543,87.763,71.280,-23.415,-10.488
1619922379584,2021-05-01T19.26.19.584,87.804,55.183,-13.841,-17.500
1619922379623,2021-05-01T19.26.19.623,87.843,35.976,-4.390,-20.427
1619922379664,2021-05-01T19.26.19.664,87.884,22.317,3.232,-19.512
1619922379704,2021-05-01T19.26.19.704,87.924,14.329,5.793,-16.585
1619922379745,2021-05-01T19.26.19.745,87.965,12.195,4.573,-13.110
1619922379784,2021-05-01T19.26.19.784,88.004,9.451,1.341,-9.451
1619922379824,2021-05-01T19.26.19.824,88.044,4.939,-1.280,-5.122
1619922379865,2021-05-01T19.26.19.865,88.085,0.061,-1.159,-1.220
1619922379905,2021-05-01T19.26.19.905,88.125,-13.171,0.000,0.732
1619922379946,2021-05-01T19.26.19.946,88.166,-50.549,1.951,4.573
1619922379985,2021-05-01T19.26.19.985,88.205,-113.171,13.293,15.610
1619922380026,2021-05-01T19.26.20.026,88.246,-105.122,4.878,29.756
1619922380066,2021-05-01T19.26.20.066,88.286,-2.622,-23.415,35.549
1619922380107,2021-05-01T19.26.20.107,88.327,51.951,-29.878,26.037
1619922380146,2021-05-01T19.26.20.146,88.366,60.915,-22.927,10.000
1619922380187,2021-05-01T19.26.20.187,88.407,62.012,-17.256,-0.793
1619922380227,2021-05-01T19.26.20.227,88.447,63.049,-15.305,-6.280
1619922380268,2021-05-01T19.26.20.268,88.488,52.744,-9.695,-10.244
1619922380307,2021-05-01T19.26.20.307,88.527,29.756,0.061,-13.659
1619922380348,2021-05-01T19.26.20.348,88.568,15.244,5.488,-16.829
1619922380388,2021-05-01T19.26.20.388,88.608,0.061,8.415,-17.500
1619922380429,2021-05-01T19.26.20.429,88.649,-8.963,6.890,-15.793
1619922380468,2021-05-01T19.26.20.468,88.688,-7.012,4.390,-11.890
1619922380508,2021-05-01T19.26.20.508,88.728,-3.049,1.280,-8.659
1619922380549,2021-05-01T19.26.20.549,88.769,-4.085,0.915,-6.890
1619922380589,2021-05-01T19.26.20.589,88.809,-11.524,5.305,-5.549
1619922380630,2021-05-01T19.26.20.630,88.850,-12.988,7.378,-5.366
1619922380669,2021-05-01T19.26.20.669,88.889,-11.585,7.134,-5.427
1619922380710,2021-05-01T19.26.20.710,88.930,-5.793,6.646,-6.585
1619922380750,2021-05-01T19.26.20.750,88.970,-1.524,9.939,-7.988
1619922380791,2021-05-01T19.26.20.791,89.011,17.378,15.915,-10.549
1619922380830,2021-05-01T19.26.20.830,89.050,38.415,26.098,-35.366
1619922380871,2021-05-01T19.26.20.871,89.091,18.415,42.500,-69.085
1619922380911,2021-05-01T19.26.20.911,89.131,-3.049,64.024,-110.000
1619922380952,2021-05-01T19.26.20.952,89.172,-26.524,82.683,-165.122
1619922380991,2021-05-01T19.26.20.991,89.211,-58.110,104.817,-205.305
1619922381032,2021-05-01T19.26.21.032,89.252,-41.220,111.707,-174.207
1619922381072,2021-05-01T19.26.21.072,89.292,15.488,82.805,-99.024
1619922381113,2021-05-01T19.26.21.113,89.333,48.598,53.598,-50.122
1619922381153,2021-05-01T19.26.21.153,89.373,69.695,50.000,-37.317
1619922381192,2021-05-01T19.26.21.192,89.412,83.902,45.366,-34.817
1619922381233,2021-05-01T19.26.21.233,89.453,80.244,43.537,-31.890
1619922381273,2021-05-01T19.26.21.273,89.493,67.805,40.854,-33.049
1619922381314,2021-05-01T19.26.21.314,89.534,46.220,32.073,-25.854
1619922381353,2021-05-01T19.26.21.353,89.573,30.244,20.427,-11.646
1619922381394,2021-05-01T19.26.21.394,89.614,17.805,12.500,1.463
1619922381434,2021-05-01T19.26.21.434,89.654,10.732,6.951,4.573
1619922381475,2021-05-01T19.26.21.475,89.695,5.305,3.049,3.841
1619922381514,2021-05-01T19.26.21.514,89.734,1.159,1.585,0.976
1619922381555,2021-05-01T19.26.21.555,89.775,-10.488,-2.805,0.427
1619922381595,2021-05-01T19.26.21.595,89.815,-27.805,-2.439,-1.037
1619922381636,2021-05-01T19.26.21.636,89.856,-56.463,-4.756,-4.329
1619922381676,2021-05-01T19.26.21.676,89.896,-88.598,-17.866,-13.415
1619922381717,2021-05-01T19.26.21.717,89.937,-88.110,-19.207,-44.695
1619922381756,2021-05-01T19.26.21.756,89.976,-67.439,3.720,-83.171
1619922381797,2021-05-01T19.26.21.797,90.017,-25.671,12.927,-85.000
1619922381837,2021-05-01T19.26.21.837,90.057,2.500,11.037,-57.256
1619922381876,2021-05-01T19.26.21.876,90.096,-11.890,-0.061,-23.110
1619922381917,2021-05-01T19.26.21.917,90.137,-10.427,-8.780,0.915
1619922381957,2021-05-01T19.26.21.957,90.177,7.927,-4.756,7.988
1619922381998,2021-05-01T19.26.21.998,90.218,29.451,1.220,15.793
1619922382037,2021-05-01T19.26.22.037,90.257,41.280,3.415,36.707
1619922382078,2021-05-01T19.26.22.078,90.298,43.659,-1.951,68.171
1619922382118,2021-05-01T19.26.22.118,90.338,36.463,-22.134,103.171
1619922382159,2021-05-01T19.26.22.159,90.379,32.134,-42.927,138.354
1619922382198,2021-05-01T19.26.22.198,90.418,14.146,-49.695,155.000
1619922382239,2021-05-01T19.26.22.239,90.459,-4.451,-58.110,158.659
1619922382279,2021-05-01T19.26.22.279,90.499,-12.317,-65.244,147.988
1619922382320,2021-05-01T19.26.22.320,90.540,-16.341,-66.402,120.549
1619922382360,2021-05-01T19.26.22.360,90.580,-28.232,-59.146,82.195
1619922382401,2021-05-01T19.26.22.401,90.621,-51.768,-50.976,49.085
1619922382440,2021-05-01T19.26.22.440,90.660,-51.402,-42.927,26.402
1619922382481,2021-05-01T19.26.22.481,90.701,-35.976,-31.829,14.268
1619922382521,2021-05-01T19.26.22.521,90.741,-17.073,-23.598,10.610
1619922382562,2021-05-01T19.26.22.562,90.782,-11.220,-16.585,6.341
1619922382601,2021-05-01T19.26.22.601,90.821,-10.000,-12.256,5.244
1619922382641,2021-05-01T19.26.22.641,90.861,-12.622,-8.293,6.951
1619922382682,2021-05-01T19.26.22.682,90.902,-11.890,-7.683,7.500
1619922382721,2021-05-01T19.26.22.721,90.941,-6.890,-10.000,6.037
1619922382762,2021-05-01T19.26.22.762,90.982,-4.878,-11.098,4.268
1619922382802,2021-05-01T19.26.22.802,91.022,-5.610,-12.988,6.646
1619922382843,2021-05-01T19.26.22.843,91.063,-5.244,-12.317,10.854
1619922382883,2021-05-01T19.26.22.883,91.103,-9.268,-8.780,12.378
1619922382924,2021-05-01T19.26.22.924,91.144,-14.695,-9.146,14.329
1619922382963,2021-05-01T19.26.22.963,91.183,-15.427,-10.976,19.512
1619922383004,2021-05-01T19.26.23.004,91.224,-14.207,-11.463,24.451
1619922383044,2021-05-01T19.26.23.044,91.264,-11.341,-10.854,24.085
1619922383085,2021-05-01T19.26.23.085,91.305,-10.549,-9.085,20.488
1619922383124,2021-05-01T19.26.23.124,91.344,-8.963,-8.110,16.402
1619922383165,2021-05-01T19.26.23.165,91.385,-7.805,-7.012,14.085
1619922383205,2021-05-01T19.26.23.205,91.425,-6.463,-6.220,13.537
1619922383244,2021-05-01T19.26.23.244,91.464,-5.122,-7.195,12.683
1619922383285,2021-05-01T19.26.23.285,91.505,-2.317,-7.378,10.305
1619922383326,2021-05-01T19.26.23.326,91.546,3.110,-4.085,2.622
1619922383366,2021-05-01T19.26.23.366,91.586,4.146,4.817,-12.866
1619922383405,2021-05-01T19.26.23.405,91.625,0.915,10.244,-23.110
1619922383447,2021-05-01T19.26.23.447,91.667,3.171,12.195,-22.439
1619922383486,2021-05-01T19.26.23.486,91.706,5.488,13.537,-16.585
1619922383527,2021-05-01T19.26.23.527,91.747,4.817,12.866,-10.488
1619922383567,2021-05-01T19.26.23.567,91.787,3.841,11.220,-4.634
1619922383608,2021-05-01T19.26.23.608,91.828,3.354,9.329,-0.305
1619922383647,2021-05-01T19.26.23.647,91.867,3.902,6.463,1.159
1619922383688,2021-05-01T19.26.23.688,91.908,3.780,3.659,1.341
1619922383728,2021-05-01T19.26.23.728,91.948,2.500,1.220,1.037
1619922383769,2021-05-01T19.26.23.769,91.989,-0.305,-0.305,0.427
1619922383808,2021-05-01T19.26.23.808,92.028,-10.305,-2.744,1.585
1619922383849,2021-05-01T19.26.23.849,92.069,-15.671,-5.427,7.988
1619922383889,2021-05-01T19.26.23.889,92.109,-10.183,-10.671,14.390
1619922383930,2021-05-01T19.26.23.930,92.150,-10.122,-13.720,16.768
1619922383969,2021-05-01T19.26.23.969,92.189,-12.012,-12.378,12.317
1619922384009,2021-05-01T19.26.24.009,92.229,-17.805,-54.329,30.671
1619922384050,2021-05-01T19.26.24.050,92.270,-55.915,-200.610,173.232
1619922384090,2021-05-01T19.26.24.090,92.310,-78.110,-286.707,345.732
1619922384131,2021-05-01T19.26.24.131,92.351,-73.476,-254.207,332.012
1619922384170,2021-05-01T19.26.24.170,92.390,-21.280,-152.256,182.622
1619922384211,2021-05-01T19.26.24.211,92.431,3.171,-55.915,47.500
1619922384251,2021-05-01T19.26.24.251,92.471,10.915,3.476,-10.732
1619922384292,2021-05-01T19.26.24.292,92.512,10.793,23.354,-18.841
1619922384331,2021-05-01T19.26.24.331,92.551,7.927,31.890,-9.268
1619922384372,2021-05-01T19.26.24.372,92.592,10.793,30.671,-4.512
1619922384412,2021-05-01T19.26.24.412,92.632,17.561,25.793,-8.598
1619922384453,2021-05-01T19.26.24.453,92.673,16.890,22.317,-16.646
