epoc (ms),timestamp (-0700),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1619922451535,2021-05-01T19.27.31.535,159.514,0.021,0.724,-0.708
1619922451616,2021-05-01T19.27.31.616,159.595,0.019,0.729,-0.713
1619922451697,2021-05-01T19.27.31.697,159.676,0.021,0.732,-0.712
1619922451777,2021-05-01T19.27.31.777,159.756,0.030,0.737,-0.707
1619922451856,2021-05-01T19.27.31.856,159.835,0.040,0.728,-0.699
1619922451937,2021-05-01T19.27.31.937,159.916,0.049,0.733,-0.704
1619922452017,2021-05-01T19.27.32.017,159.996,0.057,0.734,-0.716
1619922452098,2021-05-01T19.27.32.098,160.077,0.100,0.754,-0.734
1619922452178,2021-05-01T19.27.32.178,160.157,0.077,0.716,-0.666
1619922452259,2021-05-01T19.27.32.259,160.238,0.090,0.739,-0.625
1619922452340,2021-05-01T19.27.32.340,160.319,0.093,0.778,-0.666
1619922452420,2021-05-01T19.27.32.420,160.399,0.123,0.767,-0.654
1619922452501,2021-05-01T19.27.32.501,160.480,0.081,0.757,-0.641
1619922452581,2021-05-01T19.27.32.581,160.560,-0.022,0.778,-0.666
1619922452662,2021-05-01T19.27.32.662,160.641,-0.013,0.774,-0.667
1619922452742,2021-05-01T19.27.32.742,160.721,0.059,0.763,-0.662
1619922452823,2021-05-01T19.27.32.823,160.802,0.095,0.764,-0.664
1619922452904,2021-05-01T19.27.32.904,160.883,0.085,0.759,-0.669
1619922452984,2021-05-01T19.27.32.984,160.963,0.088,0.735,-0.670
1619922453065,2021-05-01T19.27.33.065,161.044,0.104,0.758,-0.682
1619922453145,2021-05-01T19.27.33.145,161.124,0.117,0.773,-0.664
1619922453226,2021-05-01T19.27.33.226,161.205,0.120,0.770,-0.623
1619922453305,2021-05-01T19.27.33.305,161.284,0.119,0.776,-0.616
1619922453385,2021-05-01T19.27.33.385,161.364,0.125,0.779,-0.628
1619922453466,2021-05-01T19.27.33.466,161.445,0.131,0.781,-0.630
1619922453547,2021-05-01T19.27.33.547,161.526,0.130,0.780,-0.620
1619922453627,2021-05-01T19.27.33.627,161.606,0.117,0.794,-0.612
1619922453708,2021-05-01T19.27.33.708,161.687,0.129,0.796,-0.596
1619922453788,2021-05-01T19.27.33.788,161.767,0.169,0.785,-0.595
1619922453869,2021-05-01T19.27.33.869,161.848,0.134,0.798,-0.609
1619922453949,2021-05-01T19.27.33.949,161.928,0.133,0.803,-0.605
1619922454030,2021-05-01T19.27.34.030,162.009,0.132,0.787,-0.599
1619922454111,2021-05-01T19.27.34.111,162.090,0.118,0.792,-0.609
1619922454191,2021-05-01T19.27.34.191,162.170,0.106,0.786,-0.614
1619922454272,2021-05-01T19.27.34.272,162.251,0.099,0.803,-0.600
1619922454352,2021-05-01T19.27.34.352,162.331,0.206,0.726,-0.568
1619922454433,2021-05-01T19.27.34.433,162.412,0.753,0.522,-0.680
1619922454513,2021-05-01T19.27.34.513,162.492,-0.055,0.155,-1.083
1619922454594,2021-05-01T19.27.34.594,162.573,-1.084,0.646,-1.013
1619922454675,2021-05-01T19.27.34.675,162.654,-0.109,0.674,-0.768
1619922454754,2021-05-01T19.27.34.754,162.733,0.097,0.567,-0.795
1619922454834,2021-05-01T19.27.34.834,162.813,0.011,0.583,-0.855
1619922454915,2021-05-01T19.27.34.915,162.894,0.000,0.604,-0.883
1619922454995,2021-05-01T19.27.34.995,162.974,0.073,0.467,-0.751
1619922455076,2021-05-01T19.27.35.076,163.055,0.358,0.417,-0.886
1619922455156,2021-05-01T19.27.35.156,163.135,0.493,0.333,-0.932
1619922455237,2021-05-01T19.27.35.237,163.216,0.349,0.377,-0.931
1619922455318,2021-05-01T19.27.35.318,163.297,0.311,0.363,-0.927
1619922455398,2021-05-01T19.27.35.398,163.377,0.291,0.380,-0.923
1619922455479,2021-05-01T19.27.35.479,163.458,0.265,0.423,-0.892
1619922455559,2021-05-01T19.27.35.559,163.538,0.230,0.478,-0.843
1619922455640,2021-05-01T19.27.35.640,163.619,0.203,0.538,-0.815
1619922455720,2021-05-01T19.27.35.720,163.699,0.182,0.620,-0.788
1619922455801,2021-05-01T19.27.35.801,163.780,0.166,0.668,-0.728
1619922455882,2021-05-01T19.27.35.882,163.861,0.169,0.691,-0.650
1619922455962,2021-05-01T19.27.35.962,163.941,0.196,0.748,-0.621
1619922456043,2021-05-01T19.27.36.043,164.022,0.196,0.772,-0.625
1619922456122,2021-05-01T19.27.36.122,164.101,0.186,0.766,-0.614
1619922456202,2021-05-01T19.27.36.202,164.181,0.166,0.774,-0.615
1619922456283,2021-05-01T19.27.36.283,164.262,0.161,0.784,-0.624
1619922456364,2021-05-01T19.27.36.364,164.343,0.157,0.795,-0.602
1619922456444,2021-05-01T19.27.36.444,164.423,0.172,0.787,-0.596
1619922456525,2021-05-01T19.27.36.525,164.504,0.189,0.776,-0.608
1619922456605,2021-05-01T19.27.36.605,164.584,0.122,0.805,-0.590
1619922456686,2021-05-01T19.27.36.686,164.665,0.103,0.799,-0.570
1619922456766,2021-05-01T19.27.36.766,164.745,0.162,0.806,-0.583
1619922456847,2021-05-01T19.27.36.847,164.826,0.183,0.814,-0.576
1619922456927,2021-05-01T19.27.36.927,164.906,0.191,0.790,-0.572
1619922457008,2021-05-01T19.27.37.008,164.987,0.175,0.787,-0.595
1619922457089,2021-05-01T19.27.37.089,165.068,0.145,0.785,-0.605
1619922457169,2021-05-01T19.27.37.169,165.148,0.144,0.806,-0.609
1619922457250,2021-05-01T19.27.37.250,165.229,0.143,0.795,-0.589
1619922457330,2021-05-01T19.27.37.330,165.309,0.164,0.788,-0.588
1619922457411,2021-05-01T19.27.37.411,165.390,0.170,0.791,-0.602
1619922457491,2021-05-01T19.27.37.491,165.470,0.174,0.790,-0.608
1619922457571,2021-05-01T19.27.37.571,165.550,0.170,0.772,-0.608
1619922457651,2021-05-01T19.27.37.651,165.630,0.164,0.779,-0.623
1619922457732,2021-05-01T19.27.37.732,165.711,0.134,0.793,-0.618
1619922457812,2021-05-01T19.27.37.812,165.791,0.122,0.785,-0.601
1619922457893,2021-05-01T19.27.37.893,165.872,0.145,0.789,-0.605
1619922457973,2021-05-01T19.27.37.973,165.952,0.151,0.794,-0.607
1619922458054,2021-05-01T19.27.38.054,166.033,0.135,0.790,-0.604
1619922458134,2021-05-01T19.27.38.134,166.113,0.148,0.783,-0.608
1619922458215,2021-05-01T19.27.38.215,166.194,0.165,0.785,-0.611
1619922458296,2021-05-01T19.27.38.296,166.275,0.144,0.778,-0.614
1619922458376,2021-05-01T19.27.38.376,166.355,0.135,0.800,-0.622
1619922458457,2021-05-01T19.27.38.457,166.436,0.142,0.783,-0.599
1619922458537,2021-05-01T19.27.38.537,166.516,0.163,0.779,-0.610
1619922458618,2021-05-01T19.27.38.618,166.597,0.142,0.786,-0.614
1619922458698,2021-05-01T19.27.38.698,166.677,0.127,0.773,-0.615
1619922458779,2021-05-01T19.27.38.779,166.758,0.115,0.797,-0.621
1619922458860,2021-05-01T19.27.38.860,166.839,0.048,0.775,-0.605
1619922458939,2021-05-01T19.27.38.939,166.918,0.051,0.732,-0.637
1619922459019,2021-05-01T19.27.39.019,166.998,0.360,0.674,-0.686
1619922459100,2021-05-01T19.27.39.100,167.079,0.470,0.654,-0.681
1619922459180,2021-05-01T19.27.39.180,167.159,0.403,0.660,-0.684
1619922459261,2021-05-01T19.27.39.261,167.240,0.464,0.634,-0.692
1619922459342,2021-05-01T19.27.39.342,167.321,0.426,0.636,-0.692
1619922459422,2021-05-01T19.27.39.422,167.401,0.135,0.673,-0.672
1619922459503,2021-05-01T19.27.39.503,167.482,0.010,0.766,-0.659
1619922459583,2021-05-01T19.27.39.583,167.562,0.067,0.779,-0.655
1619922459664,2021-05-01T19.27.39.664,167.643,0.134,0.758,-0.651
1619922459744,2021-05-01T19.27.39.744,167.723,0.163,0.756,-0.650
1619922459825,2021-05-01T19.27.39.825,167.804,0.175,0.758,-0.636
1619922459905,2021-05-01T19.27.39.905,167.884,0.182,0.763,-0.626
1619922459986,2021-05-01T19.27.39.986,167.965,0.176,0.771,-0.629
1619922460067,2021-05-01T19.27.40.067,168.046,0.151,0.775,-0.626
1619922460147,2021-05-01T19.27.40.147,168.126,0.139,0.768,-0.622
1619922460228,2021-05-01T19.27.40.228,168.207,0.137,0.772,-0.632
1619922460307,2021-05-01T19.27.40.307,168.286,0.137,0.776,-0.635
1619922460387,2021-05-01T19.27.40.387,168.366,0.138,0.777,-0.626
1619922460468,2021-05-01T19.27.40.468,168.447,0.140,0.777,-0.621
1619922460549,2021-05-01T19.27.40.549,168.528,0.131,0.780,-0.624
1619922460629,2021-05-01T19.27.40.629,168.608,0.141,0.779,-0.626
1619922460710,2021-05-01T19.27.40.710,168.689,0.154,0.776,-0.623
1619922460790,2021-05-01T19.27.40.790,168.769,0.160,0.776,-0.620
1619922460871,2021-05-01T19.27.40.871,168.850,0.137,0.770,-0.621
1619922460951,2021-05-01T19.27.40.951,168.930,0.136,0.785,-0.632
1619922461032,2021-05-01T19.27.41.032,169.011,0.145,0.777,-0.622
1619922461113,2021-05-01T19.27.41.113,169.092,0.152,0.772,-0.621
1619922461193,2021-05-01T19.27.41.193,169.172,0.158,0.788,-0.620
1619922461274,2021-05-01T19.27.41.274,169.253,0.146,0.784,-0.603
1619922461354,2021-05-01T19.27.41.354,169.333,0.154,0.782,-0.609
1619922461435,2021-05-01T19.27.41.435,169.414,0.157,0.789,-0.618
1619922461515,2021-05-01T19.27.41.515,169.494,0.152,0.784,-0.607
1619922461596,2021-05-01T19.27.41.596,169.575,0.159,0.781,-0.604
1619922461675,2021-05-01T19.27.41.675,169.654,0.148,0.787,-0.611
1619922461756,2021-05-01T19.27.41.756,169.735,0.140,0.785,-0.614
1619922461836,2021-05-01T19.27.41.836,169.815,0.138,0.791,-0.615
1619922461917,2021-05-01T19.27.41.917,169.896,0.148,0.780,-0.605
1619922461997,2021-05-01T19.27.41.997,169.976,0.154,0.776,-0.611
1619922462078,2021-05-01T19.27.42.078,170.057,0.151,0.783,-0.622
1619922462158,2021-05-01T19.27.42.158,170.137,0.143,0.788,-0.616
1619922462239,2021-05-01T19.27.42.239,170.218,0.150,0.784,-0.605
1619922462320,2021-05-01T19.27.42.320,170.299,0.137,0.788,-0.609
1619922462400,2021-05-01T19.27.42.400,170.379,0.133,0.782,-0.616
1619922462481,2021-05-01T19.27.42.481,170.460,0.146,0.779,-0.624
1619922462561,2021-05-01T19.27.42.561,170.540,0.135,0.778,-0.622
1619922462642,2021-05-01T19.27.42.642,170.621,0.142,0.780,-0.625
1619922462722,2021-05-01T19.27.42.722,170.701,0.146,0.781,-0.620
1619922462803,2021-05-01T19.27.42.803,170.782,0.140,0.787,-0.612
1619922462884,2021-05-01T19.27.42.884,170.863,0.141,0.786,-0.607
1619922462963,2021-05-01T19.27.42.963,170.942,0.158,0.784,-0.613
1619922463043,2021-05-01T19.27.43.043,171.022,0.145,0.787,-0.610
1619922463124,2021-05-01T19.27.43.124,171.103,0.166,0.777,-0.613
1619922463204,2021-05-01T19.27.43.204,171.183,0.154,0.796,-0.609
1619922463285,2021-05-01T19.27.43.285,171.264,0.143,0.791,-0.588
1619922463365,2021-05-01T19.27.43.365,171.344,0.165,0.792,-0.592
1619922463446,2021-05-01T19.27.43.446,171.425,0.147,0.809,-0.590
1619922463527,2021-05-01T19.27.43.527,171.506,0.167,0.792,-0.584
1619922463607,2021-05-01T19.27.43.607,171.586,0.164,0.778,-0.611
1619922463688,2021-05-01T19.27.43.688,171.667,0.143,0.781,-0.622
1619922463768,2021-05-01T19.27.43.768,171.747,0.144,0.779,-0.622
1619922463849,2021-05-01T19.27.43.849,171.828,0.115,0.794,-0.618
1619922463929,2021-05-01T19.27.43.929,171.908,0.132,0.788,-0.607
1619922464010,2021-05-01T19.27.44.010,171.989,0.151,0.781,-0.610
1619922464091,2021-05-01T19.27.44.091,172.070,0.155,0.792,-0.609
1619922464171,2021-05-01T19.27.44.171,172.150,0.158,0.800,-0.592
1619922464252,2021-05-01T19.27.44.252,172.231,0.217,0.763,-0.583
1619922464332,2021-05-01T19.27.44.332,172.311,0.328,0.730,-0.611
1619922464411,2021-05-01T19.27.44.411,172.390,0.197,0.562,-0.646
1619922464492,2021-05-01T19.27.44.492,172.471,-0.334,0.460,-0.810
1619922464572,2021-05-01T19.27.44.572,172.551,-0.867,0.681,-0.918
1619922464653,2021-05-01T19.27.44.653,172.632,-0.563,0.598,-0.803
1619922464734,2021-05-01T19.27.44.734,172.713,-0.188,0.585,-0.793
1619922464814,2021-05-01T19.27.44.814,172.793,-0.046,0.623,-0.758
1619922464895,2021-05-01T19.27.44.895,172.874,0.008,0.663,-0.734
1619922464975,2021-05-01T19.27.44.975,172.954,0.071,0.673,-0.740
1619922465056,2021-05-01T19.27.45.056,173.035,0.118,0.683,-0.743
1619922465136,2021-05-01T19.27.45.136,173.115,0.121,0.717,-0.752
1619922465217,2021-05-01T19.27.45.217,173.196,0.109,0.683,-0.717
1619922465298,2021-05-01T19.27.45.298,173.277,0.124,0.710,-0.711
1619922465378,2021-05-01T19.27.45.378,173.357,0.119,0.734,-0.710
1619922465459,2021-05-01T19.27.45.459,173.438,0.100,0.725,-0.670
1619922465539,2021-05-01T19.27.45.539,173.518,0.113,0.753,-0.648
1619922465620,2021-05-01T19.27.45.620,173.599,0.138,0.762,-0.646
1619922465700,2021-05-01T19.27.45.700,173.679,0.146,0.765,-0.646
1619922465780,2021-05-01T19.27.45.780,173.759,0.137,0.756,-0.639
1619922465860,2021-05-01T19.27.45.860,173.839,0.135,0.766,-0.649
1619922465941,2021-05-01T19.27.45.941,173.920,0.133,0.771,-0.645
1619922466021,2021-05-01T19.27.46.021,174.000,0.139,0.761,-0.634
1619922466102,2021-05-01T19.27.46.102,174.081,0.151,0.773,-0.637
1619922466182,2021-05-01T19.27.46.182,174.161,0.143,0.774,-0.624
1619922466263,2021-05-01T19.27.46.263,174.242,0.146,0.772,-0.625
1619922466343,2021-05-01T19.27.46.343,174.322,0.142,0.773,-0.633
1619922466424,2021-05-01T19.27.46.424,174.403,0.125,0.774,-0.636
1619922466505,2021-05-01T19.27.46.505,174.484,0.122,0.770,-0.627
1619922466585,2021-05-01T19.27.46.585,174.564,0.143,0.781,-0.631
1619922466666,2021-05-01T19.27.46.666,174.645,0.133,0.788,-0.619
1619922466746,2021-05-01T19.27.46.746,174.725,0.122,0.774,-0.619
1619922466827,2021-05-01T19.27.46.827,174.806,0.144,0.776,-0.631
1619922466907,2021-05-01T19.27.46.907,174.886,0.130,0.780,-0.621
1619922466988,2021-05-01T19.27.46.988,174.967,0.115,0.783,-0.619
1619922467069,2021-05-01T19.27.47.069,175.048,0.119,0.787,-0.624
1619922467149,2021-05-01T19.27.47.149,175.128,0.126,0.782,-0.620
1619922467228,2021-05-01T19.27.47.228,175.207,0.127,0.781,-0.619
1619922467309,2021-05-01T19.27.47.309,175.288,0.127,0.784,-0.620
1619922467389,2021-05-01T19.27.47.389,175.368,0.126,0.785,-0.621
1619922467470,2021-05-01T19.27.47.470,175.449,0.128,0.784,-0.620
1619922467551,2021-05-01T19.27.47.551,175.530,0.126,0.778,-0.616
1619922467631,2021-05-01T19.27.47.631,175.610,0.129,0.783,-0.624
1619922467712,2021-05-01T19.27.47.712,175.691,0.129,0.777,-0.626
1619922467792,2021-05-01T19.27.47.792,175.771,0.128,0.785,-0.626
1619922467873,2021-05-01T19.27.47.873,175.852,0.129,0.782,-0.611
1619922467953,2021-05-01T19.27.47.953,175.932,0.135,0.779,-0.618
1619922468034,2021-05-01T19.27.48.034,176.013,0.124,0.798,-0.627
1619922468114,2021-05-01T19.27.48.114,176.093,0.117,0.786,-0.605
1619922468195,2021-05-01T19.27.48.195,176.174,0.105,0.792,-0.609
1619922468276,2021-05-01T19.27.48.276,176.255,0.111,0.792,-0.618
1619922468356,2021-05-01T19.27.48.356,176.335,0.118,0.791,-0.618
1619922468437,2021-05-01T19.27.48.437,176.416,0.117,0.788,-0.612
1619922468517,2021-05-01T19.27.48.517,176.496,0.108,0.789,-0.611
1619922468596,2021-05-01T19.27.48.596,176.575,0.130,0.784,-0.622
1619922468677,2021-05-01T19.27.48.677,176.656,0.120,0.804,-0.614
1619922468758,2021-05-01T19.27.48.758,176.737,0.118,0.791,-0.593
1619922468838,2021-05-01T19.27.48.838,176.817,0.140,0.785,-0.601
1619922468919,2021-05-01T19.27.48.919,176.898,0.141,0.785,-0.638
1619922468999,2021-05-01T19.27.48.999,176.978,0.110,0.803,-0.624
1619922469080,2021-05-01T19.27.49.080,177.059,0.118,0.774,-0.590
1619922469160,2021-05-01T19.27.49.160,177.139,0.137,0.766,-0.631
1619922469241,2021-05-01T19.27.49.241,177.220,0.109,0.806,-0.646
1619922469322,2021-05-01T19.27.49.322,177.301,0.100,0.787,-0.603
1619922469402,2021-05-01T19.27.49.402,177.381,0.143,0.769,-0.622
1619922469483,2021-05-01T19.27.49.483,177.462,0.134,0.771,-0.650
1619922469563,2021-05-01T19.27.49.563,177.542,0.123,0.768,-0.636
1619922469644,2021-05-01T19.27.49.644,177.623,0.109,0.789,-0.619
1619922469724,2021-05-01T19.27.49.724,177.703,-0.010,0.702,-0.566
1619922469805,2021-05-01T19.27.49.805,177.784,0.141,0.617,-0.581
1619922469885,2021-05-01T19.27.49.885,177.864,0.545,0.516,-0.762
1619922469965,2021-05-01T19.27.49.965,177.944,0.727,0.398,-0.802
1619922470045,2021-05-01T19.27.50.045,178.024,0.667,0.335,-0.766
1619922470126,2021-05-01T19.27.50.126,178.105,0.616,0.363,-0.746
1619922470206,2021-05-01T19.27.50.206,178.185,0.594,0.443,-0.708
1619922470287,2021-05-01T19.27.50.287,178.266,0.591,0.451,-0.698
1619922470367,2021-05-01T19.27.50.367,178.346,0.513,0.450,-0.700
1619922470448,2021-05-01T19.27.50.448,178.427,0.452,0.487,-0.718
1619922470529,2021-05-01T19.27.50.529,178.508,0.413,0.540,-0.758
1619922470609,2021-05-01T19.27.50.609,178.588,0.369,0.563,-0.757
1619922470690,2021-05-01T19.27.50.690,178.669,0.329,0.595,-0.732
1619922470770,2021-05-01T19.27.50.770,178.749,0.292,0.650,-0.723
1619922470851,2021-05-01T19.27.50.851,178.830,0.243,0.670,-0.695
1619922470931,2021-05-01T19.27.50.931,178.910,0.175,0.714,-0.666
1619922471012,2021-05-01T19.27.51.012,178.991,0.137,0.748,-0.649
1619922471093,2021-05-01T19.27.51.093,179.072,0.140,0.753,-0.640
1619922471173,2021-05-01T19.27.51.173,179.152,0.160,0.747,-0.653
1619922471254,2021-05-01T19.27.51.254,179.233,0.143,0.760,-0.663
1619922471334,2021-05-01T19.27.51.334,179.313,0.127,0.760,-0.648
1619922471413,2021-05-01T19.27.51.413,179.392,0.139,0.751,-0.648
1619922471494,2021-05-01T19.27.51.494,179.473,0.127,0.754,-0.663
1619922471574,2021-05-01T19.27.51.574,179.553,0.128,0.750,-0.670
1619922471655,2021-05-01T19.27.51.655,179.634,0.134,0.746,-0.662
1619922471736,2021-05-01T19.27.51.736,179.715,0.144,0.750,-0.659
1619922471816,2021-05-01T19.27.51.816,179.795,0.129,0.754,-0.667
1619922471897,2021-05-01T19.27.51.897,179.876,0.127,0.757,-0.664
1619922471977,2021-05-01T19.27.51.977,179.956,0.129,0.744,-0.651
1619922472058,2021-05-01T19.27.52.058,180.037,0.137,0.766,-0.658
1619922472138,2021-05-01T19.27.52.138,180.117,0.130,0.762,-0.643
1619922472219,2021-05-01T19.27.52.219,180.198,0.141,0.762,-0.648
1619922472300,2021-05-01T19.27.52.300,180.279,0.136,0.770,-0.646
1619922472380,2021-05-01T19.27.52.380,180.359,0.141,0.757,-0.641
1619922472461,2021-05-01T19.27.52.461,180.440,0.148,0.765,-0.646
1619922472541,2021-05-01T19.27.52.541,180.520,0.134,0.780,-0.630
1619922472622,2021-05-01T19.27.52.622,180.601,0.142,0.776,-0.610
1619922472702,2021-05-01T19.27.52.702,180.681,0.157,0.789,-0.605
1619922472783,2021-05-01T19.27.52.783,180.762,0.162,0.792,-0.601
1619922472862,2021-05-01T19.27.52.862,180.841,0.146,0.785,-0.600
1619922472943,2021-05-01T19.27.52.943,180.922,0.126,0.779,-0.618
1619922473023,2021-05-01T19.27.53.023,181.002,0.134,0.790,-0.635
1619922473104,2021-05-01T19.27.53.104,181.083,0.127,0.777,-0.622
1619922473184,2021-05-01T19.27.53.184,181.163,0.124,0.784,-0.608
1619922473265,2021-05-01T19.27.53.265,181.244,0.133,0.787,-0.618
1619922473345,2021-05-01T19.27.53.345,181.324,0.125,0.793,-0.627
1619922473426,2021-05-01T19.27.53.426,181.405,0.124,0.777,-0.614
1619922473507,2021-05-01T19.27.53.507,181.486,0.121,0.778,-0.613
1619922473587,2021-05-01T19.27.53.587,181.566,0.118,0.778,-0.630
1619922473668,2021-05-01T19.27.53.668,181.647,0.136,0.788,-0.643
1619922473748,2021-05-01T19.27.53.748,181.727,0.131,0.776,-0.618
1619922473829,2021-05-01T19.27.53.829,181.808,0.224,0.747,-0.601
1619922473909,2021-05-01T19.27.53.909,181.888,0.353,0.652,-0.591
1619922473990,2021-05-01T19.27.53.990,181.969,0.122,0.422,-0.747
1619922474071,2021-05-01T19.27.54.071,182.050,-0.492,0.516,-1.021
1619922474151,2021-05-01T19.27.54.151,182.130,-0.626,0.624,-0.973
1619922474232,2021-05-01T19.27.54.232,182.211,-0.196,0.505,-0.868
1619922474311,2021-05-01T19.27.54.311,182.290,-0.221,0.535,-0.949
1619922474391,2021-05-01T19.27.54.391,182.370,-0.218,0.533,-0.969
1619922474472,2021-05-01T19.27.54.472,182.451,-0.030,0.458,-0.866
1619922474552,2021-05-01T19.27.54.552,182.531,0.126,0.486,-0.765
1619922474633,2021-05-01T19.27.54.633,182.612,0.249,0.594,-0.768
1619922474714,2021-05-01T19.27.54.714,182.693,0.246,0.664,-0.777
1619922474794,2021-05-01T19.27.54.794,182.773,0.215,0.648,-0.741
1619922474875,2021-05-01T19.27.54.875,182.854,0.204,0.663,-0.723
1619922474955,2021-05-01T19.27.54.955,182.934,0.187,0.689,-0.719
1619922475036,2021-05-01T19.27.55.036,183.015,0.174,0.689,-0.720
1619922475116,2021-05-01T19.27.55.116,183.095,0.182,0.698,-0.720
1619922475197,2021-05-01T19.27.55.197,183.176,0.171,0.708,-0.708
1619922475278,2021-05-01T19.27.55.278,183.257,0.120,0.729,-0.674
1619922475358,2021-05-01T19.27.55.358,183.337,0.115,0.730,-0.667
1619922475439,2021-05-01T19.27.55.439,183.418,0.130,0.732,-0.688
1619922475519,2021-05-01T19.27.55.519,183.498,0.120,0.735,-0.681
1619922475600,2021-05-01T19.27.55.600,183.579,0.127,0.755,-0.667
1619922475680,2021-05-01T19.27.55.680,183.659,0.130,0.754,-0.649
1619922475759,2021-05-01T19.27.55.759,183.738,0.132,0.772,-0.645
1619922475840,2021-05-01T19.27.55.840,183.819,0.125,0.754,-0.650
1619922475921,2021-05-01T19.27.55.921,183.900,0.089,0.766,-0.676
1619922476001,2021-05-01T19.27.56.001,183.980,0.116,0.759,-0.650
1619922476082,2021-05-01T19.27.56.082,184.061,0.224,0.734,-0.601
1619922476162,2021-05-01T19.27.56.162,184.141,0.252,0.794,-0.609
1619922476243,2021-05-01T19.27.56.243,184.222,0.218,0.791,-0.601
1619922476323,2021-05-01T19.27.56.323,184.302,0.208,0.774,-0.596
1619922476404,2021-05-01T19.27.56.404,184.383,0.174,0.778,-0.595
1619922476485,2021-05-01T19.27.56.485,184.464,0.128,0.790,-0.594
1619922476565,2021-05-01T19.27.56.565,184.544,0.109,0.819,-0.594
1619922476646,2021-05-01T19.27.56.646,184.625,0.108,0.800,-0.585
1619922476726,2021-05-01T19.27.56.726,184.705,0.135,0.790,-0.599
1619922476807,2021-05-01T19.27.56.807,184.786,0.130,0.796,-0.607
1619922476887,2021-05-01T19.27.56.887,184.866,0.135,0.792,-0.606
1619922476968,2021-05-01T19.27.56.968,184.947,0.135,0.792,-0.612
1619922477049,2021-05-01T19.27.57.049,185.028,0.123,0.793,-0.610
1619922477128,2021-05-01T19.27.57.128,185.107,0.127,0.794,-0.600
1619922477208,2021-05-01T19.27.57.208,185.187,0.129,0.797,-0.594
1619922477289,2021-05-01T19.27.57.289,185.268,0.126,0.806,-0.593
1619922477369,2021-05-01T19.27.57.369,185.348,0.135,0.796,-0.593
1619922477450,2021-05-01T19.27.57.450,185.429,0.215,0.766,-0.592
1619922477530,2021-05-01T19.27.57.530,185.509,0.340,0.690,-0.574
1619922477611,2021-05-01T19.27.57.611,185.590,0.137,0.426,-0.612
1619922477692,2021-05-01T19.27.57.692,185.671,-0.666,0.444,-0.890
1619922477772,2021-05-01T19.27.57.772,185.751,-0.881,0.509,-0.879
1619922477853,2021-05-01T19.27.57.853,185.832,-0.563,0.260,-0.775
1619922477933,2021-05-01T19.27.57.933,185.912,-0.310,0.360,-1.061
1619922478014,2021-05-01T19.27.58.014,185.993,-0.259,0.351,-1.051
1619922478094,2021-05-01T19.27.58.094,186.073,-0.216,0.315,-0.978
1619922478175,2021-05-01T19.27.58.175,186.154,-0.103,0.347,-0.972
1619922478256,2021-05-01T19.27.58.256,186.235,-0.011,0.319,-0.965
1619922478336,2021-05-01T19.27.58.336,186.315,0.095,0.366,-0.953
1619922478417,2021-05-01T19.27.58.417,186.396,0.156,0.448,-0.911
1619922478496,2021-05-01T19.27.58.496,186.475,0.143,0.493,-0.860
1619922478576,2021-05-01T19.27.58.576,186.555,0.099,0.579,-0.833
1619922478657,2021-05-01T19.27.58.657,186.636,0.036,0.604,-0.742
1619922478738,2021-05-01T19.27.58.738,186.717,0.037,0.673,-0.733
1619922478818,2021-05-01T19.27.58.818,186.797,0.056,0.729,-0.718
1619922478899,2021-05-01T19.27.58.899,186.878,0.069,0.744,-0.684
1619922478979,2021-05-01T19.27.58.979,186.958,0.085,0.751,-0.657
1619922479060,2021-05-01T19.27.59.060,187.039,0.125,0.761,-0.641
1619922479140,2021-05-01T19.27.59.140,187.119,0.131,0.783,-0.618
1619922479221,2021-05-01T19.27.59.221,187.200,0.131,0.792,-0.607
1619922479301,2021-05-01T19.27.59.301,187.280,0.136,0.793,-0.612
1619922479382,2021-05-01T19.27.59.382,187.361,0.112,0.784,-0.584
1619922479463,2021-05-01T19.27.59.463,187.442,0.092,0.801,-0.594
1619922479543,2021-05-01T19.27.59.543,187.522,0.101,0.813,-0.620
1619922479624,2021-05-01T19.27.59.624,187.603,0.113,0.808,-0.605
1619922479704,2021-05-01T19.27.59.704,187.683,0.112,0.800,-0.586
1619922479785,2021-05-01T19.27.59.785,187.764,0.101,0.792,-0.595
1619922479864,2021-05-01T19.27.59.864,187.843,0.118,0.804,-0.609
1619922479945,2021-05-01T19.27.59.945,187.924,0.132,0.799,-0.603
1619922480025,2021-05-01T19.28.00.025,188.004,0.146,0.789,-0.605
1619922480106,2021-05-01T19.28.00.106,188.085,0.151,0.781,-0.612
1619922480186,2021-05-01T19.28.00.186,188.165,0.149,0.780,-0.624
1619922480267,2021-05-01T19.28.00.267,188.246,0.143,0.782,-0.626
1619922480347,2021-05-01T19.28.00.347,188.326,0.148,0.776,-0.613
1619922480428,2021-05-01T19.28.00.428,188.407,0.164,0.768,-0.617
1619922480509,2021-05-01T19.28.00.509,188.488,0.154,0.773,-0.631
1619922480589,2021-05-01T19.28.00.589,188.568,0.156,0.780,-0.630
1619922480670,2021-05-01T19.28.00.670,188.649,0.212,0.761,-0.625
1619922480750,2021-05-01T19.28.00.750,188.729,0.147,0.773,-0.632
1619922480831,2021-05-01T19.28.00.831,188.810,0.082,0.790,-0.616
1619922480911,2021-05-01T19.28.00.911,188.890,0.079,0.788,-0.602
